评论ID,原始评论,清洗后纯评论（无地名/无新增词）,核心分词（无地名/无新增词）,核心分词字符串（无地名/无新增词）,情感分析结果,解析
649,居然有梁月，9你也是好起来了,居然有梁月，9你也是好起来了,"['居然', '有梁', '好', '起来']",居然 有梁 好 起来,1,评论中“居然有梁月”表达惊喜，“好起来了”是网络常用语，表示对事物向积极方向发展的肯定，整体透露出对内容或角色的喜爱与期待，情感倾向为正面。
654,吃火锅好香,吃火锅好香,"['吃火锅', '好香']",吃火锅 好香,1,评论中使用了“好香”这一积极词汇，直接表达了对吃火锅的喜爱和愉悦感受，整体情感倾向明显为正面。
655,刚看过小说我不是戏神，,刚看过小说我不是戏神，,"['看过', '小说', '戏神']",看过 小说 戏神,0,该评论仅陈述了“刚看过小说我不是戏神”这一事实，没有使用任何表达喜好或评价的词汇，也没有明显的积极或消极情绪倾向，因此属于中性评论。
656,很喜欢我能学吗,很喜欢我能学吗,"['喜欢', '能学']",喜欢 能学,1,该评论表达了“很喜欢”的明确喜好，并进一步询问“我能学吗”，显示出对内容的兴趣和积极的学习意愿，整体情感倾向为正面。
659,我们盗墓笔记非遗还差个戏曲小花的,我们盗墓笔记非遗还差个戏曲小花的,"['盗墓', '笔记', '非遗', '差个', '戏曲', '小花']",盗墓 笔记 非遗 差个 戏曲 小花,0,该评论仅提及《盗墓笔记》非遗联动中缺少戏曲元素，属于客观陈述需求或观察，没有表达明显的情感倾向，既无积极赞美也无消极批评，因此判断为中性。
661,非遗的妆容不可能是这样的吧,非遗的妆容不可能是这样的吧,"['非遗', '妆容', '可能', '这样']",非遗 妆容 可能 这样,-1,该评论使用了“不可能”这一否定性表达，对非遗妆容的真实性提出质疑，带有明显的怀疑和不满情绪，整体情感倾向为负面。
657,傩戏怎么放闽南歌啊,傩戏怎么放闽南歌啊,"['傩戏', '闽南歌']",傩戏 闽南歌,-1,评论通过质疑“傩戏”与“闽南歌”的组合，暗示了文化元素搭配不当或不协调，带有困惑和批评的语气，表达了对内容安排的不满，整体情感倾向为负面。
658,既然刷到了，那就祝所以小情侣9999999999,既然刷到了，那就祝所以小情侣9999999999,"['既然', '所以', '情侣', '9999999999']",既然  情侣 ,1,评论中使用了“祝”和“9999999999”（谐音“久久”），表达了对情侣长久幸福的美好祝愿，整体情感积极、友善，属于正面情感。
660,因为红白囍知道的傩戏,因为红白囍知道的傩戏,"['因为', '红白', '傩戏']", 红白 傩戏,0,该评论仅陈述了通过“红白囍”了解到傩戏的事实，未使用明显的情感词汇，也没有表达喜爱、批评或期待等主观态度，属于中性陈述。
665,我们布袋戏其实也是非遗,我们布袋戏其实也是非遗,"['布袋戏', '其实', '非遗']",布袋戏  非遗,1,该评论以自豪的口吻指出布袋戏属于非物质文化遗产，使用了“其实也是”来强调其文化价值，表达了对传统文化的认同与尊重，整体情感倾向为正面。
667,有谁看过面具这本书，里面讲的就有傩面具和傩戏，超级好看!,有谁看过面具这本书，里面讲的就有傩面具和傩戏，超级好看!,"['看过', '面具', '本书', '里面', '面具', '傩戏', '超级', '好看']",看过 面具 本书 里面 面具 傩戏 超级 好看,1,评论中使用了“超级好看”等强烈积极的表达，明确表达了对书籍内容的喜爱和推荐，整体情感倾向为正面。
662,有很多非遗文化，别人不是不感兴趣，压根就没有听说过，比如我我都没听说过这个,有很多非遗文化，别人不是不感兴趣，压根就没有听说过，比如我我都没听说过这个,"['很多', '非遗', '文化', '别人', '不感兴趣', '压根', '听说', '比如', '没听说过']",很多 非遗 文化 别人 不感兴趣 压根 听说 比如 没听说过,0,该评论主要陈述了非遗文化传播不足的客观事实，以自身为例说明缺乏了解的情况，使用了“没听说过”等中性表述，没有明显的褒贬情感倾向。
666,人有难，方有傩，傩舞起，百病消？,人有难，方有傩，傩舞起，百病消？,"['人有', '方有', '傩舞', '百病']",人有 方有 傩舞 百病,0,该评论以传统傩文化中的谚语形式呈现，描述了傩舞驱病的民俗信仰，属于客观陈述文化现象，未表达个人情感倾向或价值判断，因此情感倾向为中性。
663,三九，我不是戏神，里面沈难就有傩戏,三九，我不是戏神，里面沈难就有傩戏,"['三九', '戏神', '里面', '沈难', '傩戏']",三九 戏神 里面 沈难 傩戏,0,该评论仅陈述了作品中的角色设定（沈难有傩戏），并澄清“我不是戏神”，未表达明显的褒贬或情绪倾向，属于客观描述，因此情感为中性。
669,其实也是尽力的想让非遗传承下去,其实也是尽力的想让非遗传承下去,"['其实', '尽力', '非遗', '传承', '下去']", 尽力 非遗 传承 下去,1,评论中使用了“尽力”、“想让非遗传承下去”等积极词汇，表达了对非遗传承工作的认可和支持，体现了正面的鼓励与肯定态度。
668,梁月真的是很好的小女孩呀，个号都有2月，但是强度太低了，希望这次狂想可以大一点吧,梁月真的是很好的小女孩呀，个号都有2月，但是强度太低了，希望这次狂想可以大一点吧,"['梁月', '真的', '好', '小女孩', '但是', '强度', '太低', '希望', '这次', '狂想', '可以', '一点']",梁月  好 小女孩 但是 强度 太低 希望  狂想  一点,1,评论中使用了“很好的小女孩”等积极词汇表达对角色的喜爱，同时“希望这次狂想可以大一点”体现了期待和鼓励的态度，整体情感倾向为正面。
670,大学学皮影戏，我们组做《京剧猫》，还没做完,大学学皮影戏，我们组做京剧猫，还没做完,"['大学', '皮影戏', '组做', '京剧']",大学 皮影戏 组做 京剧,0,该评论陈述了大学学习皮影戏和小组制作“京剧猫”项目未完成的事实，没有使用明显的情感词汇，仅表达了客观的进展状态，未体现积极或消极的情绪倾向。
664,老大我又刷到你啦，上次京剧猫那个视频就非非常惊艳，这次也是如此高质，我将追随你,老大我又刷到你啦，上次京剧猫那个视频就非非常惊艳，这次也是如此高质，我将追随你,"['老大', '上次', '京剧', '视频', '非常', '惊艳', '这次', '如此', '高质', '', '追随']",上次 京剧 视频 非常 惊艳  如此 高质  追随,1,评论中使用了“惊艳”、“高质”等积极词汇，表达了对视频内容的高度赞赏，并通过“追随你”表达了持续支持和喜爱的态度，整体情感倾向明显为正面。
672,以闪的合伙人呢,以闪的合伙人呢,"['以闪', '合伙人']",以闪 合伙人,0,该评论仅以询问口吻提及“以闪的合伙人”，未包含明显的情感词汇或评价性表达，属于信息性提问，无明显正面或负面情绪倾向。
675,不良人今天开播,不良人今天开播,"['不良', '开播']",不良 开播,0,该评论仅陈述了“不良人今天开播”这一事实，没有使用任何表达个人喜好或评价的词汇，也没有明显的积极或消极情绪，因此属于中性评论。
674,第一次是戏神，第二次是逆水寒,第一次是戏神，第二次是逆水寒,"['第一次', '戏神', '第二次', '逆水']",第一次 戏神 第二次 逆水,0,该评论仅陈述了两次事件或经历，未使用明显的情感词汇，也没有表达出喜爱、批评或期待等情绪。内容为客观事实描述，因此情感倾向为中性。
671,还带我们京剧猫玩儿呢,还带我们京剧猫玩儿呢,"['京剧', '玩儿']",京剧 玩儿,1,评论中“还带我们京剧猫玩儿呢”使用了亲切的口语表达，“带...玩儿”带有积极的参与感和归属感，暗示了对联动或提及内容的认可与欣喜，整体情感倾向为正面。
677,记得看过有一篇小说叫《傩面》,记得看过有一篇小说叫傩面,"['记得', '看过', '一篇', '小说', '傩面']",记得 看过 一篇 小说 傩面,0,该评论仅陈述了“记得看过有一篇小说叫傩面”这一事实，没有表达对内容的喜爱、厌恶或评价，属于中性陈述，无明显情感倾向。
673,"不懂就问,魈的面具是咩","不懂就问,魈的面具是咩",['面具'],面具,0,该评论以“不懂就问”开头，表达了一种询问和好奇的态度，询问“魈的面具是咩”这一具体信息，没有使用明显的积极或消极词汇，整体上是在寻求知识或确认，情感倾向为中性。
676,叔撒野行吗,叔撒野行吗,['撒野'],撒野,0,该评论仅询问“叔撒野行吗”，属于对特定行为或内容的询问，没有表达明确的喜爱、厌恶或评价性情绪，缺乏足够的情感倾向判断依据，因此视为中性。
680,好好看，喜欢,好好看，喜欢,"['好好看', '喜欢']",好好看 喜欢,1,该评论使用了“好好看”、“喜欢”等积极词汇，直接表达了对内容的欣赏和喜爱，情感倾向明确为正面。
678,应该是原神吧第一次好像是那个魈，不知道有没有记错，第二次是逆水寒的飞卿剧情都很不错嗷,应该是原神吧第一次好像是那个魈，不知道有没有记错，第二次是逆水寒的飞卿剧情都很不错嗷,"['应该', '原神', '第一次', '好像', '有没有', '记错', '第二次', '逆水', '飞卿', '剧情', '不错']",应该 原神 第一次 好像 有没有 记错 第二次 逆水 飞卿 剧情 不错,1,评论中使用了“都很不错嗷”等积极表达，对原神和逆水寒的剧情内容表示肯定和赞赏，整体情感倾向为正面。
679,非遗的妆面真的是这样的吗？怎么感觉有点网红妆,非遗的妆面真的是这样的吗？怎么感觉有点网红妆,"['非遗', '妆面', '真的', '这样', '有点', '红妆']",非遗 妆面  这样 有点 红妆,-1,该评论通过质疑非遗妆面的真实性，并使用“网红妆”这一略带贬义的词汇进行对比，表达了对妆面设计的不满和怀疑态度，整体情感倾向为负面。
681,顶顶顶顶顶顶顶,顶顶顶顶顶顶顶,"['顶顶顶', '顶顶顶']",顶顶顶 顶顶顶,1,该评论使用了多个“顶”字，这是网络用语中表达支持、赞同或推荐的常见方式，通常用于表示对内容的喜爱或鼓励，整体情感倾向为正面。
682,第一次知道傩戏是《血色湘西》,第一次知道傩戏是血色湘西,"['第一次', '傩戏', '血色', '湘西']",第一次 傩戏 血色 湘西,0,该评论仅陈述了个人认知来源，即通过《血色湘西》了解到傩戏，未使用明显情感词汇或表达主观评价，属于中性的事实陈述。
683,礼貌问问刻刀是谁家的啊？真的好丝滑,礼貌问问刻刀是谁家的啊？真的好丝滑,"['礼貌', '问问', '刻刀', '谁家', '真的', '好丝滑']",礼貌 问问 刻刀 谁家  好丝滑,1,评论中使用了“礼貌问问”表达友好态度，“真的好丝滑”直接以积极词汇赞美了刻刀的使用体验，整体语气充满欣赏和喜爱，情感倾向明显为正面。
686,想要刻纸怎么办,想要刻纸怎么办,"['想要', '刻纸', '怎么办']",想要 刻纸 怎么办,0,该评论仅表达了对刻纸的愿望或疑问，没有使用明显的情感词汇，也没有表达积极或消极的态度，属于中性陈述。
684,终于刷到以闪了。,终于刷到以闪了。,"['终于', '刷到', '以闪']",终于 刷到 以闪,1,评论表达了用户终于看到期待内容（以闪）的喜悦和满足感，使用“终于”一词体现了积极的期待感和达成后的正面情绪，整体情感倾向为正面。
688,我在书上看的傩舞是不穿上半身戴着面具围着火跳的诶,我在书上看的傩舞是不穿上半身戴着面具围着火跳的诶,"['书上', '傩舞', '上半身', '戴着', '面具', '围着', '火跳']",书上 傩舞 上半身 戴着 面具 围着 火跳,0,该评论仅陈述了关于傩舞的客观知识描述，没有表达个人情感或价值判断，属于中性的事实性陈述。
685,安安大王不贪睡 Z☡zᶻ,安安大王不贪睡 Zz,"['安安', '大王', '贪睡', 'Zz']",安安  贪睡 Zz,0,该评论仅包含用户昵称“安安大王不贪睡 Zz”，没有表达任何对具体内容或事件的观点、评价或情绪。它只是个人标识，缺乏情感倾向性信息，因此属于中性评论。
